"","Name","Studios","Score","Popularity","Source"
"381","Naked Wolves","Kate Arrow","5.96",11718,"Original"
"382","Baku Tech! Bakugan","Unknown","5.96",7462,"Unknown"
"383","World Fool News (TV)","Unknown","5.96",8956,"Unknown"
"384","Ongaku Shoujo (TV)","Studio Deen","5.96",4429,"Original"
"385","Urashimasakatasen no Nichijou","Gainax Kyoto","5.96",7025,"Music"
"386","Lime-iro Senkitan","Studio Hibari","5.97",5105,"Visual novel"
"387","Samurai Girl Real Bout High School","Gonzo","5.97",5142,"Light novel"
"388","Parappa the Rapper","J.C.Staff, Production I.G","5.97",8110,"Game"
"389","Dokaben","Nippon Animation","5.97",11091,"Unknown"
"390","Koume-chan ga Iku!","Gainax","5.97",10526,"Manga"
"391","Chou Kousoku Galvion","Artmic","5.97",10197,"Original"
"392","Sennin Buraku","Eiken","5.97",11464,"4-koma manga"
"393","Hajime Ningen Gon","Studio Pierrot","5.97",12440,"Manga"
"394","Barbapapa (1977)","Topcraft","5.97",11691,"Picture book"
"395","Kamigami no Ki","Sotsu","5.97",11392,"Original"
"396","Turning Mecard","Unknown","5.97",11884,"Unknown"
"397","Papa datte, Shitai","Magic Bus","5.97",3706,"Manga"
"398","XL Joushi.","Magic Bus","5.97",3437,"Manga"
"399","World Witches Hasshin Shimasu!","Acca effe, Giga Production","5.97",6091,"Original"
"400","Chiisana Obake: Acchi, Kocchi, Socchi","Studio Pierrot","5.98",9434,"Picture book"
"401","Yoshimune","Unknown","5.98",11709,"Unknown"
"402","Haitai Nanafa 2nd Season","Passione","5.98",7591,"Original"
"403","Soul Eater NOT!","Bones","5.98",886,"Manga"
"404","Dorei-ku The Animation","TNK, Zero-G","5.98",2241,"Manga"
"405","Oh! Super Milk-chan","Studio Pierrot","5.99",6800,"Original"
"406","Juusou Kikou Dancougar Nova","Production Reed","5.99",6540,"Original"
"407","Anime Oyako Gekijou","Tatsunoko Production","5.99",9132,"Original"
"408","Asobou! Hello Kitty","Unknown","5.99",10306,"Unknown"
"409","Hajime Ningen Gyatoruz","Tokyo Movie Shinsha","5.99",12159,"Manga"
"410","Duel Masters Zero","Unknown","5.99",9549,"Original"
"411","Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe","Seven","5.99",4721,"4-koma manga"
"412","Regalia: The Three Sacred Stars","Actas","5.99",3214,"Original"
"413","Time Bokan: Gyakushuu no San Akunin","Tatsunoko Production","5.99",9531,"Original"
"414","Grimms Notes The Animation","Brain's Base","5.99",2760,"Game"
"415","Najica Dengeki Sakusen","Studio Fantasia, Amber Film Works","6.0",4443,"Original"
"416","Wind: A Breath of Heart (TV)","Radix","6.0",4861,"Visual novel"
"417","Samurai Gun","Studio Egg","6.0",5411,"Manga"
"418","Kabatotto","Tatsunoko Production","6.0",12023,"Unknown"
"419","Manga Nippon Mukashibanashi (1976)","Group TAC","6.0",10273,"Unknown"
"420","Haitai Nanafa","Passione","6.0",5073,"Original"
"421","Strange+","Seven","6.0",3070,"Manga"
"422","Nandaka Velonica","Cyclone Graphics","6.0",10302,"Unknown"
"423","Bernard-jou Iwaku.","Creators in Pack","6.0",3742,"Manga"
"424","Circlet Princess","SILVER LINK.","6.0",4274,"Game"
"425","Choukadou Girl ⅙","Studio A-CAT","6.0",4361,"Manga"
"426","Super Shiro","Science SARU","6.0",9499,"Manga"
"427","Shounen Ashibe: Go! Go! Goma-chan 4","Unknown","6.0",12169,"4-koma manga"
"428","Yubisaki kara no Honki no Netsujou: Osananajimi wa Shouboushi","Studio Hokiboshi","6.0",4154,"Web manga"
"429","Kerokko Demetan","Tatsunoko Production","6.01",10534,"Unknown"
"430","Saint Beast: Seijuu Kourin-hen","Unknown","6.01",5369,"Unknown"
"431","Barbapapa Sekai wo Mawaru","Studio Pierrot","6.01",10678,"Picture book"
"432","Futari Daka","Kokusai Eigasha","6.01",11391,"Manga"
"433","Bakukyuu Hit! Crash B-Daman","SynergySP","6.01",9529,"Unknown"
"434","Blocker Gundan IV Machine Blaster","Nippon Animation","6.01",11204,"Unknown"
"435","Futarigurashi","Studio Bogey, Public & Basic","6.01",9959,"Manga"
"436","Kamisama Minarai: Himitsu no Cocotama","OLM","6.01",8359,"Original"
"437","Shinya! Tensai Bakabon","Pierrot Plus","6.01",7995,"Manga"
"438","Piano (TV)","OLM","6.02",5442,"Original"
"439","A.D. Police (TV)","Plum","6.02",5041,"Original"
"440","Taiko no Tatsujin","Unknown","6.02",11016,"Unknown"
"441","Zero Duel Masters","Unknown","6.02",8671,"Original"
"442","Ippatsu Kanta-kun","Tatsunoko Production","6.02",11868,"Unknown"
"443","Alice SOS","J.C.Staff","6.02",9675,"Original"
"444","MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu","DLE","6.02",10171,"Game"
"445","Suzy's Zoo: Daisuki! Witzy","Digital Media Lab","6.02",11919,"Other"
"446","TV Yarou Nanaana: Kaibutsu Kraken wo Oe!","Studio Crocodile","6.02",10731,"Original"
"447","Mousou Kagaku Series: Wandaba Style","TNK","6.03",7869,"Original"
"448","Monkey Magic","Group TAC","6.03",11493,"Novel"
"449","Kimagure Robot","Studio 4°C","6.03",8758,"Book"
"450","Tanken Driland: 1000-nen no Mahou","Toei Animation","6.03",10248,"Unknown"
"451","Mahou Sensou","Madhouse","6.03",722,"Light novel"
"452","Isuca","Arms","6.03",1201,"Manga"
"453","Minna Atsumare! Falcom Gakuen SC","Unknown","6.03",8168,"4-koma manga"
"454","Pikaia!","Production I.G, OLM","6.03",10467,"Original"
"455","Ba La La Xiao Mo Xian Zhi: Caihong Xin Shi","Unknown","6.03",10232,"Unknown"
"456","Larva 2nd Season","Unknown","6.03",11510,"Unknown"
"457","Neko nanka Yondemo Konai.","Unknown","6.03",9831,"Manga"
"458","Ange Vierge","SILVER LINK.","6.03",2402,"Card game"
"459","An Ling Yu Shi Di Qi","Unknown","6.03",11570,"Original"
"460","Caligula (TV)","Satelight","6.03",1892,"Game"
"461","Gunjou no Magmell","Pierrot Plus","6.03",1407,"Manga"
"462","Bem","Production I.G, LandQ studios","6.03",2193,"Original"
"463","Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana","Anima&Co.","6.03",2659,"Original"
"464","Kitsutsuki Tanteidokoro","LIDENFILMS","6.03",3618,"Novel"
"465","Mouse","Studio Deen, Studio Hibari, Production Reed","6.04",3948,"Manga"
"466","Metal Fighter Miku","J.C.Staff","6.04",7713,"Original"
"467","Gu-Gu Ganmo","Toei Animation","6.04",11427,"Manga"
"468","Stitch!","Madhouse","6.04",6616,"Other"
"469","Sarutobi Ecchan","Toei Animation","6.04",11338,"Unknown"
"470","Ultraman Kids no Kotowaza Monogatari","Unknown","6.04",11981,"Other"
"471","Nanami-chan","Unknown","6.05",10236,"Unknown"
"472","Colorful","Triangle Staff, Studio Wombat","6.05",3571,"Manga"
"473","Makyou Densetsu Acrobunch","Unknown","6.05",10812,"Unknown"
"474","Asari-chan","Toei Animation","6.05",11613,"Manga"
"475","Parasol Henbei","Unknown","6.05",12408,"Unknown"
"476","Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!","J.C.Staff","6.05",5592,"Game"
"477","Hero Bank","TMS Entertainment","6.05",8209,"Game"
"478","Bakumatsu Rock","Studio Deen","6.05",3213,"Game"
"479","Usavich Zero","Kanaban Graphics","6.05",9741,"Original"
"480","Wave!!: Surfing Yappe!! (TV)","Asahi Production","6.05",3678,"Other"
"481","Maou Dante","Magic Bus","6.06",5398,"Manga"
"482","Rakugo Tennyo Oyui","TNK","6.06",9079,"Unknown"
"483","Hoshi no Ko Chobin","Studio Zero","6.06",12057,"Original"
"484","Yumemiru Topo Gigio","Nippon Animation","6.06",11222,"Unknown"
"485","Chogattai Majutsu Robot Ginguiser","Nippon Animation","6.06",10952,"Unknown"
"486","Ultra B","Shin-Ei Animation","6.06",11185,"Manga"
"487","MonHun Nikki Girigiri Airou Mura G","DLE","6.06",11953,"Game"
"488","Mameneko","Charaction","6.06",10107,"Manga"
"489","Ken En Ken: Aoki Kagayaki","Studio Deen","6.06",4328,"Game"
"490","Egao no Daika","Tatsunoko Production","6.06",2940,"Original"
"491","Narutaru: Mukuro Naru Hoshi Tama Taru Ko","Planet","6.07",3036,"Manga"
"492","I: Wish You Were Here","Gonzo","6.07",5208,"Original"
"493","Master of Epic: The Animation Age","Gonzo, Palm Studio","6.07",9320,"Game"
"494","Gokuu no Daibouken","Mushi Production","6.07",11452,"Unknown"
"495","Bamboo Bears","Telescreen","6.07",11563,"Unknown"
"496","Hey! Bumboo","Nippon Animation","6.07",10234,"Unknown"
"497","Youkai Ningen Bem","Dai-Ichi Douga","6.07",9811,"Original"
"498","Ougon Senshi Gold Lightan","Tatsunoko Production","6.07",11009,"Original"
"499","Shin-Men","Shin-Ei Animation","6.07",10003,"Unknown"
"500","Manga Nippon Mukashibanashi","Unknown","6.07",12052,"Unknown"
"501","Sengoku☆Paradise Kiwami","Milky Cartoon, LMD","6.07",6593,"Unknown"
"502","Amnesia","Brain's Base","6.07",609,"Visual novel"
"503","Namu Amida Butsu!: Rendai Utena","Asahi Production","6.07",4570,"Game"
"504","Kakutou Ryouri Densetsu Bistro Recipe","Group TAC","6.08",7027,"Manga"
"505","Saint Luminous Jogakuin","Triangle Staff","6.08",8288,"Original"
"506","Mahoutsukai Chappy","Toei Animation","6.08",11873,"Unknown"
"507","Ai no Wakakusa Yama Monogatari","Gainax","6.08",10585,"Manga"
"508","Shima Shima Tora no Shimajirou","Unknown","6.08",11887,"Original"
"509","Uchuu Majin Daikengou","Toei Animation, Studio Nue","6.08",11068,"Original"
"510","Scan2Go","SynergySP","6.08",8711,"Original"
"511","Mahou Shoujo Nante Mou Ii Desukara. Second Season","Pine Jam","6.08",4759,"Web manga"
"512","Dive!!","Zero-G","6.08",2527,"Novel"
"513","Hachigatsu no Cinderella Nine (TV)","TMS Entertainment","6.08",3604,"Game"
"514","Umayon","W-Toon Studio, DMM.futureworks","6.08",4674,"4-koma manga"
"515","Sazae-san","Eiken","6.09",6259,"4-koma manga"
"516","Ganbare Goemon","Unknown","6.09",10075,"Game"
"517","Hakushon Daimaou","Tatsunoko Production","6.09",9561,"Original"
"518","Sanrio Anime Sekai Meisaku Gekijou","Unknown","6.09",10134,"Unknown"
"519","Metal Fight Beyblade Zero G","Tatsunoko Production, SynergySP","6.09",4941,"Manga"
"520","Blade & Soul","Gonzo","6.09",1299,"Game"
"521","DRAMAtical Murder","NAZ","6.09",1073,"Visual novel"
"522","Glass no Kamen Desu ga to Z","DLE","6.09",11424,"Unknown"
"523","Gunslinger Stratos The Animation","A-1 Pictures","6.09",1885,"Game"
"524","Hangyakusei Million Arthur","J.C.Staff","6.09",3240,"Game"
"525","Beyblade Burst Gachi","OLM","6.09",7192,"Original"
"526","Yami Shibai 8","ILCA","6.09",6210,"Original"
"527","Masou Kishin Cybuster","Production Reed","6.1",8232,"Unknown"
"528","Seraphim Call","Sunrise","6.1",7069,"Original"
"529","D4 Princess","Daume","6.1",8327,"Manga"
"530","Kagaku Kyuujo-tai TechnoVoyager","Toei Animation","6.1",10968,"Unknown"
"531","Yama Nezumi Rocky Chuck","Nippon Animation","6.1",10291,"Unknown"
"532","Iron Man","Madhouse","6.1",3322,"Other"
"533","Wolverine","Madhouse","6.1",3501,"Other"
"534","Weiß Survive R","Studio Hibari","6.1",4896,"Card game"
"535","Wanpaku Oomukashi Kum Kum","Sunrise","6.1",11936,"Unknown"
"536","Stitch!: Zutto Saikou no Tomodachi","Shin-Ei Animation","6.1",9418,"Unknown"
"537","SoniAni: Super Sonico The Animation","White Fox","6.1",1812,"Other"
"538","Shounen Hollywood: Holly Stage for 49","Zexcs","6.1",4272,"Novel"
"539","Luck & Logic","Doga Kobo","6.1",1502,"Card game"
"540","Sengoku Night Blood","Typhoon Graphics","6.1",2761,"Game"
"541","Yumeria","Studio Deen","6.11",3283,"Visual novel"
"542","Brain Powerd","Sunrise","6.11",5348,"Original"
"543","Uchuujin Tanaka Tarou","Unknown","6.11",11225,"Unknown"
"544","Nanami-chan 3rd Series","Unknown","6.11",12294,"Unknown"
"545","Groizer X","Unknown","6.11",11366,"Unknown"
"546","Weiß Survive","Studio Hibari","6.11",3748,"Card game"
"547","Seupideuwang Beongae","Unknown","6.11",11997,"Unknown"
"548","Ozma","Gonzo, LandQ studios","6.11",4287,"Original"
"549","Abarenbou Rikishi!! Matsutarou","Toei Animation","6.11",5358,"Manga"
"550","Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends","Seven","6.11",5268,"4-koma manga"
"551","TV Yarou Nanaana: Wakuwaku Doukutsu Land","Unknown","6.11",10574,"Original"
"552","I★Chu: Halfway Through the Idol","Lay-duce","6.11",5345,"Game"
"553","Aquarian Age: Sign for Evolution","Madhouse","6.12",4575,"Card game"
"554","Majokko Tickle","Toei Animation","6.12",10522,"Unknown"
"555","Personal Computer Travel Tanteidan","Tatsunoko Production","6.12",10632,"Original"
"556","Robotan (1986)","Unknown","6.12",11807,"Unknown"
"557","Hipira-kun","Sunrise","6.12",7965,"Picture book"
"558","Aa Harimanada","E&G Films","6.12",9863,"Manga"
"559","Valkyrie Drive: Mermaid","Arms","6.12",1356,"Original"
"560","Shounen Ashibe: Go! Go! Goma-chan","Bridge, Husio Studio","6.12",8201,"4-koma manga"
"561","Koi to Producer: EVOL×LOVE","MAPPA","6.12",2772,"Game"
"562","Jimihen!!: Jimiko wo Kaechau Jun Isei Kouyuu!!","Studio Hokiboshi","6.12",3876,"Manga"
"563","Soul Link","Picture Magic","6.13",3689,"Visual novel"
"564","Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation","Group TAC, G&G Entertainment","6.13",9660,"Unknown"
"565","Ashita Tenki ni Naare","Tsuchida Productions","6.13",11628,"Manga"
"566","UFO Senshi Dai Apolon","Eiken, Studio Live","6.13",11105,"Original"
"567","Play Ball","Eiken","6.13",11005,"Manga"
"568","Mafukiden: Pandarian","Planet","6.13",11226,"Unknown"
"569","Himitsukessha Taka no Tsume","DLE","6.13",10874,"Original"
"570","Tezuka Osamu no Don Dracula","Unknown","6.13",9032,"Manga"
"571","Psychoarmor Govarian","Knack Productions","6.13",10838,"Original"
"572","Stitch!: Itazura Alien no Daibouken","Madhouse","6.13",9242,"Other"
"573","Brothers Conflict","Brain's Base","6.13",1045,"Novel"
"574","BlazBlue: Alter Memory","Hoods Entertainment, teamKG","6.13",1685,"Game"
"575","Lovely Movie: Itoshi no Muco Season 2","Doga Kobo","6.13",11318,"Manga"
"576","Shichisei no Subaru","Lerche","6.13",1428,"Light novel"
"577","One Room Second Season","Zero-G","6.13",2765,"Original"
"578","Jinki:Extend","feel.","6.14",4923,"Manga"
"579","Momoiro Sisters","Studio Deen","6.14",8665,"4-koma manga"
"580","Kodai Ouja Kyouryuu King","Sunrise","6.14",4138,"Game"
"581","21 Emon","Shin-Ei Animation","6.14",11258,"Unknown"
"582","Jankenman","Unknown","6.14",11876,"Unknown"
"583","Knyacki!","Unknown","6.14",11558,"Unknown"
"584","Flowering Heart","Unknown","6.14",7825,"Original"
"585","Furusato Meguri: Nippon no Mukashibanashi","Unknown","6.14",10869,"Other"
"586","Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season","Studio PuYUKAI","6.14",7051,"Original"
"587","Mini Toji","Project No.9","6.14",6396,"Original"
"588","Infinite Dendrogram","NAZ","6.14",1277,"Light novel"
"589","Saru Getchu: On Air","Xebec","6.15",10439,"Game"
"590","Mutekiou Tri-Zenon","E&G Films","6.15",10439,"Unknown"
"591","Yadamon","Unknown","6.15",10546,"Unknown"
"592","Genei Toushi Bastof Lemon","Dongwoo A&E","6.15",10334,"Unknown"
"593","Chinpui","Kyoto Animation, Production I.G, Shin-Ei Animation","6.15",10909,"Manga"
"594","Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!","Zexcs","6.15",1741,"Manga"
"595","Bakugan Battle Brawlers: Mechtanium Surge","TMS Entertainment","6.15",2889,"Unknown"
"596","Shining Hearts: Shiawase no Pan","Production I.G","6.15",2609,"Game"
"597","Shin Don Chuck Monogatari","Unknown","6.15",12834,"Unknown"
"598","Yami Shibai 6","ILCA","6.15",4330,"Original"
"599","Akahori Gedou Hour Rabuge","Radix","6.16",6564,"Original"
"600","Barbapapa","Topcraft","6.16",8629,"Picture book"
"601","Crystal Blaze","Unknown","6.16",4128,"Original"
"602","Getter Robo Go","Toei Animation","6.16",9346,"Unknown"
"603","Animation Kikou: Marco Polo no Bouken","Madhouse","6.16",11403,"Original"
"604","11eyes","Doga Kobo","6.16",710,"Visual novel"
"605","Chou Supercar Gattiger","Unknown","6.16",12134,"Unknown"
"606","DD Hokuto no Ken","Unknown","6.16",6998,"Manga"
"607","Chou Dendou Robo Tetsujin 28-gou FX","Unknown","6.16",11031,"Unknown"
"608","Fantasista Doll","Hoods Entertainment, Production IMS","6.16",3327,"Original"
"609","Bakumatsu Gijinden Roman","TMS Entertainment","6.16",4913,"Other"
"610","ēlDLIVE","Studio Pierrot","6.16",2483,"Manga"
"611","Akuu Daisakusen Srungle","Unknown","6.17",10258,"Original"
"612","Akuma-kun","Toei Animation","6.17",10929,"Manga"
"613","Kaitei Shounen Marine","Unknown","6.17",11973,"Unknown"
"614","Jinzou Konchuu Kabutoborg VxV","Unknown","6.17",11909,"Unknown"
"615","Kenzen Robo Daimidaler","TNK","6.17",2070,"Manga"
"616","18if","Gonzo","6.17",2353,"Game"
"617","Itou Junji: Collection","Studio Deen","6.17",1458,"Manga"
"618","Marvel Future Avengers 2nd Season","Madhouse","6.17",10726,"Other"
"619","Gakuen Basara","Brain's Base","6.17",4174,"Game"
"620","Asagiri no Miko","Chaos Project, GANSIS","6.18",5793,"Manga"
"621","Lovedol: Lovely Idol","TNK","6.18",5529,"Visual novel"
"622","Fuusen Shoujo Temple-chan","Tatsunoko Production","6.18",12650,"Unknown"
"623","Bouken Yuuki Pluster World","Actas, Brain's Base","6.18",11183,"Original"
"624","Himitsu no Akko-chan 2","Toei Animation","6.18",11126,"Unknown"
"625","Moero Arthur: Hakuba no Ouji","Toei Animation","6.18",11510,"Unknown"
"626","Queen's Blade: Rurou no Senshi","Arms","6.18",1682,"Other"
"627","Akikan!","Brain's Base","6.18",1306,"Light novel"
"628","Cookin' Idol Ai! Mai! Main!","Studio Deen","6.18",9477,"Original"
"629","Nono-chan","Toei Animation","6.18",11086,"4-koma manga"
"630","Machine Hayabusa","Toei Animation","6.18",11478,"Original"
"631","Battle Spirits: Heroes","Sunrise","6.18",9374,"Card game"
"632","Masou Gakuen HxH","Production IMS","6.18",717,"Light novel"
"633","Girly Air Force","Satelight","6.18",2142,"Light novel"
"634","Himitsukessha Taka no Tsume: Golden Spell","DLE","6.18",11279,"Original"
"635","W: Wish","Trinet Entertainment, Picture Magic","6.19",4319,"Visual novel"
"636","Magical Canan","AIC ASTA","6.19",6789,"Visual novel"
"637","Kidou Shinsengumi Moeyo Ken TV","Trinet Entertainment","6.19",6523,"Game"
"638","Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary","Unknown","6.19",5668,"Visual novel"
"639","Burn Up Scramble","AIC","6.19",5313,"Original"
"640","Transformers Superlink","Actas","6.19",6862,"Unknown"
"641","Mori no Tonto-tachi","Nippon Animation, Shaft","6.19",11902,"Unknown"
"642","Nangoku Shounen Papuwa-kun","Nippon Animation","6.19",11132,"Manga"
"643","Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama","Xebec, Genco, Triangle Staff","6.19",10236,"Unknown"
"644","Duel Masters Charge","Studio Hibari","6.19",6769,"Original"
"645","Gowapper 5 Gordam","Tatsunoko Production","6.19",11914,"Original"
"646","Oraa Guzura Dado (1987)","Tatsunoko Production","6.19",12303,"Unknown"
"647","Maken-Ki! Two","Xebec","6.19",1264,"Manga"
"648","Wizard Barristers: Benmashi Cecil","Arms","6.19",2214,"Original"
"649","Ai Tenchi Muyou!","AIC PLUS+","6.19",3051,"Original"
"650","Mobile Suit Gundam-san","Sunrise","6.19",5945,"4-koma manga"
"651","Ba La La Xiao Mo Xian Zhi: Meng Huan Xuan Lu","Unknown","6.19",10168,"Unknown"
"652","Rifle Is Beautiful","Studio 3Hz","6.19",3182,"4-koma manga"
"653","Hachi-nan tte, Sore wa Nai deshou!","SynergySP, Shin-Ei Animation","6.19",1147,"Light novel"
"654","Final Fantasy: Unlimited","Gonzo","6.2",2854,"Game"
"655","Uchuu no Kishi Tekkaman","Tatsunoko Production","6.2",8403,"Original"
"656","Tetsujin 28-gou","Eiken","6.2",8408,"Manga"
"657","Topo Gigio","Nippon Animation","6.2",9435,"Unknown"
"658","Idol Tenshi Youkoso Youko","Unknown","6.2",10375,"Original"
"659","Gakkyuu Ou Yamazaki","Magic Bus","6.2",10689,"Manga"
"660","Gakkou no Kowai Uwasa: Hanako-san ga Kita!!","Group TAC","6.2",9752,"Unknown"
"661","Time Bokan Series: Time Patroltai Otasukeman","Tatsunoko Production","6.2",10974,"Unknown"
"662","Duel Masters Cross Shock","Unknown","6.2",9218,"Original"
"663","Gokujo.: Gokurakuin Joshikou Ryou Monogatari","LMD","6.2",3183,"Manga"
"664","Track City","SBS TV Production","6.2",10592,"Unknown"
"665","Choegang Habche: Mix Master","Unknown","6.2",11839,"Original"
"666","Neko Neko Nihonshi","Joker Films","6.2",8705,"Web manga"
"667","Beatless","Diomedéa","6.2",1088,"Light novel"
"668","The iDOLM@STER SideM: Wake Atte Mini!","Zero-G","6.2",8081,"Manga"
"669","TV Yarou Nanaana","Studio Crocodile","6.2",10048,"Original"
"670","Green Green","Studio Matrix","6.21",1333,"Visual novel"
"671","Tales of Eternia The Animation","Production I.G, Xebec","6.21",4145,"Game"
"672","Kagi Hime Monogatari: Eikyuu Alice Rondo","Trinet Entertainment, Picture Magic","6.21",5547,"Manga"
"673","Sci-fi Harry","APPP","6.21",5549,"Manga"
